Title,Abstract,Relevance,Merged,Predicted,,,Legend,,
Does academic research have practical relevance? A question of translating hydrology research into practice,"Hydrology research has played a vital role in improving hydrological process understanding and by extension, devising solutions to address water management challenges that are critical for people and the environment. Research projects in hydrology are often considered successful when scientific or engineering advancements through new insights or new models or improved understanding are published in peer reviewed or other literature. Quantitative research outputs, such as number of journal publications, number of students trained, number of conference presentations, or additional funding leveraged are considered key indicators of success in research. In this commentary, we argue that research has limited utility when practical applications that add value to practitioners are not explored concurrently within the research process. We discuss some outstanding challenges in translating academic research into practice, and make some recommendations to bridge the increasing gap between research and practice through a strong knowledge mobilization effort. A path from mucky middle to bridging the gap between research and practice.",0,"Does academic research have practical relevance? A question of translating hydrology research into practiceHydrology research has played a vital role in improving hydrological process understanding and by extension, devising solutions to address water management challenges that are critical for people and the environment. Research projects in hydrology are often considered successful when scientific or engineering advancements through new insights or new models or improved understanding are published in peer reviewed or other literature. Quantitative research outputs, such as number of journal publications, number of students trained, number of conference presentations, or additional funding leveraged are considered key indicators of success in research. In this commentary, we argue that research has limited utility when practical applications that add value to practitioners are not explored concurrently within the research process. We discuss some outstanding challenges in translating academic research into practice, and make some recommendations to bridge the increasing gap between research and practice through a strong knowledge mobilization effort. A path from mucky middle to bridging the gap between research and practice.",1,,,,,
Muse over university organisational ecology in action and service-oriented architectures,"This paper muses over two e-engineering projects, which use service-oriented architectures to navigate the complexities of e-engineering age. One of these projects is a Monash University Software Engineering (MUSE) portal, which has been developed to provide a central mechanism for group interaction, collaboration and knowledge aggregation to assist students in completing their final year capstone projects. Learning in part of a wider ecology, and benefits from interdependent resources and expertise in an organizational grouping forming a Web of interconnected parts. Collaboration and cooperation sustains this ecology (Maiden, 2003). The paper explores the interconnected aspects via service-oriented architectures and organization units (be it for a course or organizations in a consortium). The paper details the service-oriented architecture of our MUSE portal which is aimed at sustaining the capstone group's ecological requirements of collaboration and cooperation in their group project. The second project is about an E-commerce (B2B) Technology Infusion Project for Australian Rail Manufacturers (ARM). It uses emerging innovative business models with Web services and associated technology to deliver B2B as a new technology infusion program initiative from the research organization (MUSE) to the industry consortium of ARM. It is aimed at providing business integration through Web services (B2B) for a cluster of small to medium enterprises (SMEs). We reflect on (muse over) how the organisational ecology is achieved for the MUSE portal and for the ARM Consortium's B2B project. Services are discrete, self-contained applications that sit within the MUSE portal framework. Web services suit the decentralised nature of this B2B project.",0,"Muse over university organisational ecology in action and service-oriented architecturesThis paper muses over two e-engineering projects, which use service-oriented architectures to navigate the complexities of e-engineering age. One of these projects is a Monash University Software Engineering (MUSE) portal, which has been developed to provide a central mechanism for group interaction, collaboration and knowledge aggregation to assist students in completing their final year capstone projects. Learning in part of a wider ecology, and benefits from interdependent resources and expertise in an organizational grouping forming a Web of interconnected parts. Collaboration and cooperation sustains this ecology (Maiden, 2003). The paper explores the interconnected aspects via service-oriented architectures and organization units (be it for a course or organizations in a consortium). The paper details the service-oriented architecture of our MUSE portal which is aimed at sustaining the capstone group's ecological requirements of collaboration and cooperation in their group project. The second project is about an E-commerce (B2B) Technology Infusion Project for Australian Rail Manufacturers (ARM). It uses emerging innovative business models with Web services and associated technology to deliver B2B as a new technology infusion program initiative from the research organization (MUSE) to the industry consortium of ARM. It is aimed at providing business integration through Web services (B2B) for a cluster of small to medium enterprises (SMEs). We reflect on (muse over) how the organisational ecology is achieved for the MUSE portal and for the ARM Consortium's B2B project. Services are discrete, self-contained applications that sit within the MUSE portal framework. Web services suit the decentralised nature of this B2B project.",1,,,,,
Research Collaborations between Academia and Industry,"The rapid and complex research and innovation processes require high-tech companies to optimize their technology transfer processes. It is clearly not sufficient to solely rely on internal R&D; strategic cooperations with external research centers of excellence are needed in order to compete in the global innovation market. Candidates for such strategic cooperations are universities, research institutions, and technology focused consulting companies. Key challenge is the effective integration of external competences into the company-internal innovation processes. In this paper we present a survey of the state-of-the-art in technology transfer, high-light promising success cases for the future, and derive success criteria for successful technology transfer in a global world. The cooperation between Siemens and Fraunhofer IESE is presented as a concrete example.",0,"Research Collaborations between Academia and IndustryThe rapid and complex research and innovation processes require high-tech companies to optimize their technology transfer processes. It is clearly not sufficient to solely rely on internal R&D; strategic cooperations with external research centers of excellence are needed in order to compete in the global innovation market. Candidates for such strategic cooperations are universities, research institutions, and technology focused consulting companies. Key challenge is the effective integration of external competences into the company-internal innovation processes. In this paper we present a survey of the state-of-the-art in technology transfer, high-light promising success cases for the future, and derive success criteria for successful technology transfer in a global world. The cooperation between Siemens and Fraunhofer IESE is presented as a concrete example.",1,,,,,
Transfering Software Form Univesities to Industries: A Case Study ICTL,"To develop digital control systems (software) is a very attractive idea for solving industrial control problems because the required budget for designing it could be lower than designing hardware for control systems; thus, several universities in Mexico are interested in developing digital control Toolkits that can be deployed in commercial platforms. Moreover, some industries need to improve their conventional control systems, so intelligent control systems are an excellent opportunity for being implemented as industrial solutions. However, when this software is transferred from universities to the industry sector, some considerations must be considered to avoid complications during the technology transfer process. This paper shows how software for intelligent control systems based on LabVIEW (ICTL) was transfer to the industry as well as the main steps that were followed to attract a market sector in the industrial automation segment. Also, this paper illustrates some experiences that were learned during the transferring process at Tecnologico de Monterrey in Mexico.",0,"Transfering Software Form Univesities to Industries: A Case Study ICTLTo develop digital control systems (software) is a very attractive idea for solving industrial control problems because the required budget for designing it could be lower than designing hardware for control systems; thus, several universities in Mexico are interested in developing digital control Toolkits that can be deployed in commercial platforms. Moreover, some industries need to improve their conventional control systems, so intelligent control systems are an excellent opportunity for being implemented as industrial solutions. However, when this software is transferred from universities to the industry sector, some considerations must be considered to avoid complications during the technology transfer process. This paper shows how software for intelligent control systems based on LabVIEW (ICTL) was transfer to the industry as well as the main steps that were followed to attract a market sector in the industrial automation segment. Also, this paper illustrates some experiences that were learned during the transferring process at Tecnologico de Monterrey in Mexico.",1,,,,,
A modeling language{\textquotesingle}s evolution driven by tight interaction between academia and industry,"Domain specific languages play an important role in model-driven engineering of software-intensive industrial systems. A rich body of knowledge exists on the development of languages, modeling environments, and transformation systems. The understanding of architectural choices for combining these parts into a feasible solution, however, is not particularly deep. We report on an endeavor in the realm of a technology transfer process from academia to industry, where we encountered unexpected influences of the architecture on the modeling language. By examining the evolution of our language and its programming interface, we show that these influences mainly stemmed from practical considerations; for identifying these early on, tight interaction between our research lab and the industrial partner was key. In addition, we share insights into the practice of cooperating with industry by presenting essential lessons we learned.",0,"A modeling language{\textquotesingle}s evolution driven by tight interaction between academia and industryDomain specific languages play an important role in model-driven engineering of software-intensive industrial systems. A rich body of knowledge exists on the development of languages, modeling environments, and transformation systems. The understanding of architectural choices for combining these parts into a feasible solution, however, is not particularly deep. We report on an endeavor in the realm of a technology transfer process from academia to industry, where we encountered unexpected influences of the architecture on the modeling language. By examining the evolution of our language and its programming interface, we show that these influences mainly stemmed from practical considerations; for identifying these early on, tight interaction between our research lab and the industrial partner was key. In addition, we share insights into the practice of cooperating with industry by presenting essential lessons we learned.",1,,,,,
External Experiments {\textendash} A Workable Paradigm for Collaboration Between Industry and Academia,"Results of empirical investigations are key input for industrial software process improvement activities. The relevance of an investigation for a given environment, however, depends on the similarities or dissimilarities of the investigation environment compared to the industrial environment which is interested in using a new technology. The optimal (or most relevant) results may be gained when performing the experiment in the industrial environment itself. Unfortunately, this takes place only rarely as experiments in industrial environments are either expensive (when new and old technology are used in parallel) or risky (when only the new technology is used).To overcome this dilemma, we introduced the concept of external experiments, i.e. experiments which are conducted in an environment different from the industrial target environment and which tries to simulate the characteristics of the industrial environment as best as possible. This paper describes this concept in detail, presents a process for identification, conduction and exploitation of such experiments and shows some results from past investigations which used this concept.",0,"External Experiments {\textendash} A Workable Paradigm for Collaboration Between Industry and AcademiaResults of empirical investigations are key input for industrial software process improvement activities. The relevance of an investigation for a given environment, however, depends on the similarities or dissimilarities of the investigation environment compared to the industrial environment which is interested in using a new technology. The optimal (or most relevant) results may be gained when performing the experiment in the industrial environment itself. Unfortunately, this takes place only rarely as experiments in industrial environments are either expensive (when new and old technology are used in parallel) or risky (when only the new technology is used).To overcome this dilemma, we introduced the concept of external experiments, i.e. experiments which are conducted in an environment different from the industrial target environment and which tries to simulate the characteristics of the industrial environment as best as possible. This paper describes this concept in detail, presents a process for identification, conduction and exploitation of such experiments and shows some results from past investigations which used this concept.",1,,,,,
The Management of University{\textendash}Industry Collaborations Involving Empirical Studies of Software Enginee,"In this chapter we will discuss some of the pragmatic considerations that we believe university researchers and companies
should consider when establishing collaborative software engineering research projects; in particular, those involving empirical
studies of software engineers. The chapter is illustrated using as a case study a research collaboration in which the authors
are involved. We enumerate the costs, benefits, risks and risk-reducing factors that can have an impact on all the parties
involved in the collaboration (the company, the faculty members and the graduate student researchers). Understanding this
information is needed to help justify the research in the first place, and to manage it effectively. We then discuss many
of the activities that will be needed to plan and manage the project, including such issues as attracting students, handling
intellectual property, obtaining ethical approval and interacting with participants. The main objective of the chapter is
to provoke some thoughts in the minds of those planning empirical research projects in software engineering.",0,"The Management of University{\textendash}Industry Collaborations Involving Empirical Studies of Software EngineeIn this chapter we will discuss some of the pragmatic considerations that we believe university researchers and companies
should consider when establishing collaborative software engineering research projects; in particular, those involving empirical
studies of software engineers. The chapter is illustrated using as a case study a research collaboration in which the authors
are involved. We enumerate the costs, benefits, risks and risk-reducing factors that can have an impact on all the parties
involved in the collaboration (the company, the faculty members and the graduate student researchers). Understanding this
information is needed to help justify the research in the first place, and to manage it effectively. We then discuss many
of the activities that will be needed to plan and manage the project, including such issues as attracting students, handling
intellectual property, obtaining ethical approval and interacting with participants. The main objective of the chapter is
to provoke some thoughts in the minds of those planning empirical research projects in software engineering.",1,,,,,
{CERSE} - Catalog for empirical research in software engineering: A Systematic mapping study,"**Context:** Empirical research in software engineering contributes towards developing scientific knowledge in this field, which in turn is relevant to inform decision-making in industry. A number of empirical studies have been carried out to date in software engineering, and the need for guidelines for conducting and evaluating such research has been stressed.

**Objective:** The main goal of this mapping study is to identify and summarize the body of knowledge on research guidelines, assessment instruments and knowledge organization systems on how to conduct and evaluate empirical research in software engineering.

**Method:** A systematic mapping study employing manual search and snowballing techniques was carried out to identify the suitable papers. To build up the catalog, we extracted and categorized information provided by the identified papers.

**Results:** The mapping study comprises a list of 341 methodological papers, classified according to research methods, research phases covered, and type of instrument provided. Later, we derived a brief explanatory review of the instruments provided for each of the research methods.

**Conclusion:** We provide: an aggregated body of knowledge on the state of the art relating to guidelines, assessment instruments and knowledge organization systems for carrying out empirical software engineering research; an exemplary usage scenario that can be used to guide those carrying out such studies is also provided. Finally, we discuss the catalog’s implications for research practice and the needs for further research.",0,"{CERSE} - Catalog for empirical research in software engineering: A Systematic mapping study**Context:** Empirical research in software engineering contributes towards developing scientific knowledge in this field, which in turn is relevant to inform decision-making in industry. A number of empirical studies have been carried out to date in software engineering, and the need for guidelines for conducting and evaluating such research has been stressed.

**Objective:** The main goal of this mapping study is to identify and summarize the body of knowledge on research guidelines, assessment instruments and knowledge organization systems on how to conduct and evaluate empirical research in software engineering.

**Method:** A systematic mapping study employing manual search and snowballing techniques was carried out to identify the suitable papers. To build up the catalog, we extracted and categorized information provided by the identified papers.

**Results:** The mapping study comprises a list of 341 methodological papers, classified according to research methods, research phases covered, and type of instrument provided. Later, we derived a brief explanatory review of the instruments provided for each of the research methods.

**Conclusion:** We provide: an aggregated body of knowledge on the state of the art relating to guidelines, assessment instruments and knowledge organization systems for carrying out empirical software engineering research; an exemplary usage scenario that can be used to guide those carrying out such studies is also provided. Finally, we discuss the catalog’s implications for research practice and the needs for further research.",1,,,,,
Sustainable Technology Transfer,"In this position paper we address the issue of transferring a technology from research into an industrial organization by presenting a refined process for technology transfer. Based on over two decades of industrial experience, we identified the need for a dedicated technology engineering phase for that process. Although little attention has been paid to this technology engineering phase in the academic world, we believe it to be essential for sustainable technology transfer.",0,"Sustainable Technology TransferIn this position paper we address the issue of transferring a technology from research into an industrial organization by presenting a refined process for technology transfer. Based on over two decades of industrial experience, we identified the need for a dedicated technology engineering phase for that process. Although little attention has been paid to this technology engineering phase in the academic world, we believe it to be essential for sustainable technology transfer.",1,,,,,
Software engineering technology innovation {\textendash} Turning research results into industrial success, ,0,Software engineering technology innovation {\textendash} Turning research results into industrial success ,1,,,,,
"Empirical Software Engineering Research - The Good, The Bad, The Ugly","The Software Engineering Research community has slowly recognized that empirical studies are an important way of validating ideas and increasingly our community has stopped accepting the sufficiency of arguing that a smart person has come up with the idea and therefore it must be good. This has led to a flood of Software Engineering papers that contain at least some form of empirical study. However, not all empirical studies are created equal, and many may not even provide any useful information or value. We survey the gradual shift from essentially no empirical studies, to a small number of ones of questionable value, and look at what we need to do to insure that our empirical studies really contribute to the state of knowledge in the field. Thus we have the good, the bad, and the ugly. What are we as a community doing correctly? What are we doing less well than we should be because we either don't have the necessary artifacts or because the time and resources required to do ""the good"" is perceived to be too great? And where are we missing the boat entirely in terms of not addressing critical questions and often not even recognizing that these questions are central even if we don't know the answers. We look to see whether we can find some commonality in the projects that have really made the transition from research to widespread practice to see whether we can identify some common themes.",0,"Empirical Software Engineering Research - The Good, The Bad, The UglyThe Software Engineering Research community has slowly recognized that empirical studies are an important way of validating ideas and increasingly our community has stopped accepting the sufficiency of arguing that a smart person has come up with the idea and therefore it must be good. This has led to a flood of Software Engineering papers that contain at least some form of empirical study. However, not all empirical studies are created equal, and many may not even provide any useful information or value. We survey the gradual shift from essentially no empirical studies, to a small number of ones of questionable value, and look at what we need to do to insure that our empirical studies really contribute to the state of knowledge in the field. Thus we have the good, the bad, and the ugly. What are we as a community doing correctly? What are we doing less well than we should be because we either don't have the necessary artifacts or because the time and resources required to do ""the good"" is perceived to be too great? And where are we missing the boat entirely in terms of not addressing critical questions and often not even recognizing that these questions are central even if we don't know the answers. We look to see whether we can find some commonality in the projects that have really made the transition from research to widespread practice to see whether we can identify some common themes.",1,,,,,
Lessons Learned and Recommendations from Two Large Norwegian {SPI} Programmes,"Software development is an experimental discipline, i.e. somewhat unpredictable. This suggests that software processes improvement should be based on the continuous iteration of characterization, goal setting, selection of improved technology, monitoring and analysis of its effects. This paper describes experiences from the empirical studies in two large SPI programmes in Norway. Five main lessons were learned: 1) It is a challenge for the industrial partners to invest enough reso urces in SPI activities. 2) The research partners must learn to know the companies, and 3) they must work as a multi- competent and coherent unit towards them. 4) Any SPI initiative must show visible, short-term payoff. 5) Establishing a solid baseline from which to improve is unrealistic. Based on these lessons, a set of operational recommendations for other researchers in the area are proposed.",0,"Lessons Learned and Recommendations from Two Large Norwegian {SPI} ProgrammesSoftware development is an experimental discipline, i.e. somewhat unpredictable. This suggests that software processes improvement should be based on the continuous iteration of characterization, goal setting, selection of improved technology, monitoring and analysis of its effects. This paper describes experiences from the empirical studies in two large SPI programmes in Norway. Five main lessons were learned: 1) It is a challenge for the industrial partners to invest enough reso urces in SPI activities. 2) The research partners must learn to know the companies, and 3) they must work as a multi- competent and coherent unit towards them. 4) Any SPI initiative must show visible, short-term payoff. 5) Establishing a solid baseline from which to improve is unrealistic. Based on these lessons, a set of operational recommendations for other researchers in the area are proposed.",1,,,,,
Software Development Improvement with {SFIM},"Most industries are challenging to increase productivity of software development. Often many process improvement activities
are started with enthusiasm, unfortunately most of these are less successful than forecasted or improvements do not sustain
for long. This paper presents the Seven Forces Improvement Method, SFIM, which claims to overcome unexpected disappointment
in improvement results. SFIM is built upon different aspects that influence the success of software process improvements,
such as culture, skills and organization. The method has been applied to improvement activities in a large software department
for a number of years. The success of SFIM is compared with the compliance with the SFIM method. The paper shows that application
of SFIM increases the success rate of software improvement activities in industry.",0,"Software Development Improvement with {SFIM}Most industries are challenging to increase productivity of software development. Often many process improvement activities
are started with enthusiasm, unfortunately most of these are less successful than forecasted or improvements do not sustain
for long. This paper presents the Seven Forces Improvement Method, SFIM, which claims to overcome unexpected disappointment
in improvement results. SFIM is built upon different aspects that influence the success of software process improvements,
such as culture, skills and organization. The method has been applied to improvement activities in a large software department
for a number of years. The success of SFIM is compared with the compliance with the SFIM method. The paper shows that application
of SFIM increases the success rate of software improvement activities in industry.",1,,,,,
An evolutionary testbed for software technology evaluation,"Empirical evidence and technology evaluation are needed to close the gap between the state of the art and the state of the practice in software engineering. However, there are difficulties associated with evaluating technologies based on empirical evidence: insufficient specification of context variables, cost of experimentation, and risks associated with trying out new technologies. In this paper, we propose the idea of an evolutionary testbed for addressing these problems. We demonstrate the utility of the testbed in empirical studies involving two different research technologies applied to the testbed, as well as the results of these studies. The work is part of NASAs High Dependability Computing Project (HDCP), in which we are evaluating a wide range of new technologies for improving the dependability of NASA mission-critical systems.",0,"An evolutionary testbed for software technology evaluationEmpirical evidence and technology evaluation are needed to close the gap between the state of the art and the state of the practice in software engineering. However, there are difficulties associated with evaluating technologies based on empirical evidence: insufficient specification of context variables, cost of experimentation, and risks associated with trying out new technologies. In this paper, we propose the idea of an evolutionary testbed for addressing these problems. We demonstrate the utility of the testbed in empirical studies involving two different research technologies applied to the testbed, as well as the results of these studies. The work is part of NASAs High Dependability Computing Project (HDCP), in which we are evaluating a wide range of new technologies for improving the dependability of NASA mission-critical systems.",1,,,,,
Maps of Lessons Learnt in Requirements Engineering: A Research Preview,"[Context and Motivation] ""Those who cannot remember the past are condemned to repeat it"" --- George Santayana. From the survey we conducted of requirements engineering (RE) practitioners, over 70% seldom use RE lessons in the RE process, though 85% of these would use such lessons if readily available. Our observation, however, is that, RE lessons are scattered, mainly implicitly, in the literature and practice, which, obviously, does not help the situation. [Problem/Question] Approximately 90% of the survey participants stated that not utilising RE lessons has significant negative impact on product quality, productivity, project delays and cost overruns. [Principal Ideas] We propose ""maps"" (or profiles) of RE lessons which, once populated, would highlight weak (dark) and strong (bright) areas of RE (and hence RE theories). Such maps would thus be: (a) a driver for research to ""light up"" the darker areas of RE and (b) a guide for practice to benefit from the brighter areas. [Contribution] The key contribution of this work is the concept of ""maps"" of RE lessons.",0,"Maps of Lessons Learnt in Requirements Engineering: A Research Preview[Context and Motivation] ""Those who cannot remember the past are condemned to repeat it"" --- George Santayana. From the survey we conducted of requirements engineering (RE) practitioners, over 70% seldom use RE lessons in the RE process, though 85% of these would use such lessons if readily available. Our observation, however, is that, RE lessons are scattered, mainly implicitly, in the literature and practice, which, obviously, does not help the situation. [Problem/Question] Approximately 90% of the survey participants stated that not utilising RE lessons has significant negative impact on product quality, productivity, project delays and cost overruns. [Principal Ideas] We propose ""maps"" (or profiles) of RE lessons which, once populated, would highlight weak (dark) and strong (bright) areas of RE (and hence RE theories). Such maps would thus be: (a) a driver for research to ""light up"" the darker areas of RE and (b) a guide for practice to benefit from the brighter areas. [Contribution] The key contribution of this work is the concept of ""maps"" of RE lessons.",1,,,,,
Experimental Validation of New Software Technology,When to apply a new technology in an organization is a critical decision for every software development organization. Earlier work defines a set of methods that the research community uses when a new technology is developed. This chapter presents a discussion of the set of methods that industrial organizations use before adopting a new technology. First there is a brief definition of the earlier research methods and then a definition of the set of industrial methods. A comparison of the two sets leads into the perspectives of these methods of experts in the research and industrial community via surveys made to those communities.,0,Experimental Validation of New Software TechnologyWhen to apply a new technology in an organization is a critical decision for every software development organization. Earlier work defines a set of methods that the research community uses when a new technology is developed. This chapter presents a discussion of the set of methods that industrial organizations use before adopting a new technology. First there is a brief definition of the earlier research methods and then a definition of the set of industrial methods. A comparison of the two sets leads into the perspectives of these methods of experts in the research and industrial community via surveys made to those communities.,1,,,,,
Online Collaboration and Communication in Contemporary Organizations,"The digital age has introduced a deeper sense of connectivity in business environments. By relying more heavily on current technologies, organizations now experience more effective communication and collaboration opportunities. Online Collaboration and Communication in Contemporary Organizations is a critical scholarly resource that identifies the new practices and techniques for leading, knowledge sharing, and learning through the use of online collaboration. Featuring coverage on a broad range of topics such as online leadership, intercultural competence, and e-ethics, this book is geared toward professionals, managers, and researchers seeking current research on new practices for online collaboration and communication.",0,"Online Collaboration and Communication in Contemporary OrganizationsThe digital age has introduced a deeper sense of connectivity in business environments. By relying more heavily on current technologies, organizations now experience more effective communication and collaboration opportunities. Online Collaboration and Communication in Contemporary Organizations is a critical scholarly resource that identifies the new practices and techniques for leading, knowledge sharing, and learning through the use of online collaboration. Featuring coverage on a broad range of topics such as online leadership, intercultural competence, and e-ethics, this book is geared toward professionals, managers, and researchers seeking current research on new practices for online collaboration and communication.",1,,,,,
Consortium Research,"Design-oriented research in the Information Systems (IS) domain aims at delivering results which are both of scientific rigor and of relevance for practitioners. Today, however, academic researchers are facing the challenge of gaining access to and capturing knowledge from the practitioner community. Against this background, the paper proposes a method for Consortium Research, which is supposed to facilitate multilateral collaboration of researchers and practitioners during the research process. The method’s design is based on a self-evaluating design process which was carried out over a period of 20 years. The paper’s contribution is twofold. First, it addresses the science of design, since it proposes guidance to researchers for practitioner collaboration during the process of artifact design. Second, the method is an artifact itself, hence, the result of a design-oriented research process.",0,"Consortium ResearchDesign-oriented research in the Information Systems (IS) domain aims at delivering results which are both of scientific rigor and of relevance for practitioners. Today, however, academic researchers are facing the challenge of gaining access to and capturing knowledge from the practitioner community. Against this background, the paper proposes a method for Consortium Research, which is supposed to facilitate multilateral collaboration of researchers and practitioners during the research process. The method’s design is based on a self-evaluating design process which was carried out over a period of 20 years. The paper’s contribution is twofold. First, it addresses the science of design, since it proposes guidance to researchers for practitioner collaboration during the process of artifact design. Second, the method is an artifact itself, hence, the result of a design-oriented research process.",1,,,,,
Konsortialforschung,"Design-oriented research in the Information Systems (IS) domain aims at delivering results which are both of scientific rigor and of relevance for practitioners. Today, however, academic researchers are facing the challenge of gaining access to and capturing knowledge from the practitioner community. Against this background, the paper proposes a method for Consortium Research, which is supposed to facilitate multilateral collaboration of researchers and practitioners during the research process. The method’s design is based on a self-evaluating design process which was carried out over a period of 20 years. The paper’s contribution is twofold. First, it addresses the science of design, since it proposes guidance to researchers for practitioner collaboration during the process of artifact design. Second, the method is an artifact itself, hence, the result of a design-oriented research process.",0,"KonsortialforschungDesign-oriented research in the Information Systems (IS) domain aims at delivering results which are both of scientific rigor and of relevance for practitioners. Today, however, academic researchers are facing the challenge of gaining access to and capturing knowledge from the practitioner community. Against this background, the paper proposes a method for Consortium Research, which is supposed to facilitate multilateral collaboration of researchers and practitioners during the research process. The method’s design is based on a self-evaluating design process which was carried out over a period of 20 years. The paper’s contribution is twofold. First, it addresses the science of design, since it proposes guidance to researchers for practitioner collaboration during the process of artifact design. Second, the method is an artifact itself, hence, the result of a design-oriented research process.",1,,,,,
{ICT}-enabled Refugee Integration: A Research Agenda, ,0,{ICT}-enabled Refugee Integration: A Research Agenda ,1,,,,,
Collaborative design research: Lessons from continuous auditing,"In this paper we discuss Collaborative Design Research – a hybrid methodology for undertaking design science research in collaboration with industry partners – that has been applied to the area of Continuous Auditing and which also has wider applicability to AIS research. Collaborative Design Research has a role at the time in the evolution of a field when early adopting practitioners have made the decision to implement an innovation, but there is as yet no established product or set of best practices that makes it obvious what they should do. We discuss eight key issues facing researchers attempting to do collaborative design research: 1) choice of implementation partner (IP), 2) choice of projects, 3) managing expectations, 4) building on the expertise of the IP, 5) introducing innovation to the IP, 6) project evaluation and reassessment, 7) cost and resource management, and 8) publishing results.",0,"Collaborative design research: Lessons from continuous auditingIn this paper we discuss Collaborative Design Research – a hybrid methodology for undertaking design science research in collaboration with industry partners – that has been applied to the area of Continuous Auditing and which also has wider applicability to AIS research. Collaborative Design Research has a role at the time in the evolution of a field when early adopting practitioners have made the decision to implement an innovation, but there is as yet no established product or set of best practices that makes it obvious what they should do. We discuss eight key issues facing researchers attempting to do collaborative design research: 1) choice of implementation partner (IP), 2) choice of projects, 3) managing expectations, 4) building on the expertise of the IP, 5) introducing innovation to the IP, 6) project evaluation and reassessment, 7) cost and resource management, and 8) publishing results.",1,,,,,
Controlling action research projects,"Action research (AR), which emphasises collaboration between researchers and practitioners, is a qualitative research method that has much potential for the information systems (IS) field. AR studies of IS phenomena are now beginning to be published in the IS research literature. However, the rigour of many AR studies in IS can be improved. When AR has been published, the findings have frequently been emphasised at the expense of the process. In this article, we look at the process in AR projects, and look at some of the key choices and alternatives in controlling AR. We discuss three aspects of control: the procedures for initiating an AR project, those for determining authority within the project, and the degree of formalisation. We analyse seven recent AR projects in IS and from this analysis distil recommendations for determining these control structures.",0,"Controlling action research projectsAction research (AR), which emphasises collaboration between researchers and practitioners, is a qualitative research method that has much potential for the information systems (IS) field. AR studies of IS phenomena are now beginning to be published in the IS research literature. However, the rigour of many AR studies in IS can be improved. When AR has been published, the findings have frequently been emphasised at the expense of the process. In this article, we look at the process in AR projects, and look at some of the key choices and alternatives in controlling AR. We discuss three aspects of control: the procedures for initiating an AR project, those for determining authority within the project, and the degree of formalisation. We analyse seven recent AR projects in IS and from this analysis distil recommendations for determining these control structures.",1,,,,,
Reflective Technology Assimilation: Facilitating Electronic Health Record Assimilation in Small Physician Practices,"Effectively incorporating complex technology into organizational practices requires moving beyond initial plateaus of postadoption usage. However, achieving this is especially challenging for small businesses because competing priorities in addition to resource and attention constraints may lead to technology assimilation satisficing. With this context in mind, we conducted a four-year action research project in which we supported electronic health record (EHR) assimilation in 10 small physician practices by facilitating reflections to help these small organizations move beyond an initial plateau of postadoption EHR usage. Drawing from these results, we theorize reflective technology assimilation (RTA) as an emergent process of facilitating deeper learning and reflection within and across small resource- and attention-constrained organizations to enable ongoing technology assimilation. In addition, we articulate the foundational principles for reflective action research (RAR) as an approach in which researchers facilitate reflective problem solving while advancing theoretical knowledge.",0,"Reflective Technology Assimilation: Facilitating Electronic Health Record Assimilation in Small Physician PracticesEffectively incorporating complex technology into organizational practices requires moving beyond initial plateaus of postadoption usage. However, achieving this is especially challenging for small businesses because competing priorities in addition to resource and attention constraints may lead to technology assimilation satisficing. With this context in mind, we conducted a four-year action research project in which we supported electronic health record (EHR) assimilation in 10 small physician practices by facilitating reflections to help these small organizations move beyond an initial plateau of postadoption EHR usage. Drawing from these results, we theorize reflective technology assimilation (RTA) as an emergent process of facilitating deeper learning and reflection within and across small resource- and attention-constrained organizations to enable ongoing technology assimilation. In addition, we articulate the foundational principles for reflective action research (RAR) as an approach in which researchers facilitate reflective problem solving while advancing theoretical knowledge.",1,,,,,
