Title,Abstract,Relevance
Data governance as a collective action problem,"While governing data as an organizational asset has clear benefits, mobilizing an organization to implement data governance remains elusive for practitioners. On that account, this paper examines why governing data is difficult in local government organizations. Based on a literature review and an empirical case study, we establish the inherent challenges and build on the notion of collective action to theorize the problem of data governance. Following an engaged scholarship approach, we collect empirical material through six group interviews with 34 representatives from 13 different Danish municipalities. We extend existing data governance research with our problem triangle that identifies and explicates the complex relations between six distinct challenges: value, collaboration, capabilities, overview, practices, and politics. We demonstrate the value in theorizing data governance as a collective action problem and argue for the necessity of ensuring researchers and practitioners achieve a common understanding of the inherent challenges, as a first step towards developing data governance solutions that are viable in practice.",0
Political maneuvering during business process transformation: A pluralist approach,"For years, managers have tried to improve organizational performance through business process transformation (BPT), and their experiences have informed IS research and practice. Although extant theory acknowledges the political nature of these dynamic transformation initiatives, researchers have yet to empirically investigate and theorize how organizational politics impacts BPT behaviors and outcomes. Drawing on a pluralist methodology, we present an embedded case study of a company-wide BPT project across four business units at the high-tech firm Terma. First, we apply different perspectives on organizational politics to develop detailed accounts of each business unit's response to the transformation initiative, which reveals four distinct patterns of BPT politics: ?applying the hammer?, ?struggling to engage?, ?walking the talk?, and ?keeping up appearances?. Next, we combine the empirical findings with extant literature to theorize how transformation agents and process users engage in politics during BPT implementation. As a result, our research leverages a pluralist approach to show how alternative political perspectives and forms of politics can help managers maneuver BPT initiatives in their roles as transformation agents and process users.",0
Flipped healthcare for better or worse,"The medical profession is highly specialized, demanding continuous learning, while also undergoing rapid development in the rise of data-driven healthcare. Based on clinical scenarios, this study explores how resident physicians view their roles and practices in relation to informed patients and patient-centric digital technologies. The paper illustrates how the new role of patients alters physicians? work and use of data to learn and update their professional practice. It suggests new possibilities for developing collegial competence and using patient experiences more systematically. Drawing on the notion of flipped healthcare, we argue that there is a need for new professional competencies in everyday data work, along with a change in attitudes, newly defined roles, and better ways to identify and develop reliable online sources. Finally, the role of patients, not only as consumers but also producers of healthcare, is a rather formidable and complex cultural change to be addressed.",0
How to reduce the UX bottleneck--train your software developers,"Usability and user experience (UX) methods come from academic environments, where industrial conditions such as time and resources are not of prime importance. Furthermore, usability and UX methods originate from a time when almost all software developments followed a traditional approach, such as the waterfall model. These two facts entail that existing methods often are too resource demanding and complex to apply directly into today?s agile, industrial environments. In this paper we make the claim that methods must be updated and tailored in order to be applicable within the agile, industrial development framework of today. We pursue a solution to simplify well-known methods and to train software developers to perform the UX work. To do this, three methods are modified via an iterative process together with the development of supporting materials. Software developers in three companies are trained in the methods to assess the approach. We find that it indeed is feasible to update and tailor existing usability and UX methods to fit into an agile, industrial environment. Furthermore, we show that it is possible to train developers to perform the usability and UX methods via one-day, in-situ sessions using an ?instructor?-teaching approach. The training is based on hands-on exercises and real-life tasks. This further boosts the developers? confidence in performing UX work and promises a better consideration of UX in the development phases. We evaluate our approach through observations of the developers performing the UX tasks on their own at a later point in time.",0
Engaged problem formulation in IS research,"?Is this the problem??: the question that haunts many information systems (IS) researchers when they pursue work relevant to both practice and research. Nevertheless, a deliberate answer to this question requires more than simply asking the involved IS practitioners. Deliberately formulating problems requires a more substantial engagement with the different stakeholders, especially when their problems are ill structured and situated in complex organizational settings. On this basis, we present an engaged approach to formulating IS problems with, not for, IS practitioners. We have come to understand engaged problem formulation as joint researching and as the defining of contemporary and complex problems by researchers and those practitioners who experience and know these problems. We used this approach in investigating IS management in Danish municipalities. In this paper, we present the approach to formulating problems in an engaged way. We discuss it in relation to ideas and assumptions that underpin engaged scholarship, and we discuss the implications for IS action research, design science research, and mixed",0
"Enablers, challenges and relationships between research impact and theory generation","Purpose Perceptions drawn from the construction management research (CMR) community regarding research impact (RI) and its relationship to theory generation (TG) are examined. Investigative emphasis is on RI and TG enablers and challenges (within an academic context). The paper aims to discuss these issues. Design/methodology/approach Qualitative narrative data accrued from open-ended questions within a structured questionnaire survey are analysed using frequency, quantitative content analysis, and graphical methods. A model of the RI/TG interface is presented and discussed. Findings Principal RI enablers are ?facilitation? (industry engagement, time); while principal constraints include ?internal factors? (the academic, the university) and ?external factors? (collaboration, funding). Respective TG enablers are ?resources? (competence, time, funding) and corresponding challenges include ?external factors? (market forces, compliance). RI is considered a minor challenge to TG. Research limitations/implications The study adds empirical evidence to the ongoing RI debate within the UK generally and with regard to the CMR discipline more specifically. Originality/value RI research is relatively sparse, while the findings in regard to CMR are entirely novel.",0
Improving ISD agility in fast-moving software organizations,"Fast-moving software organizations must respond quickly to changing technological options and mar-ket trends while delivering high-quality services at competitive prices. Improving agility of infor-mation systems development (ISD) may reconcile these inherent tensions, but previous research of agility predominantly focused separately on managing either the individual project or the organiza-tion. Limited research has investigated the management that ties the agility of individual projects with the company agility characterizing fast-moving organizations. This paper reports an action research study on how to improve ISD agility in a fast-moving software organization. The study maps central problems in the ISD management to direct improvements of agility. Our following intervention ad-dressed method improvements in defining types of ISD by customer relations and integrating the method with the task management tool used by the organization. The paper discusses how the action research contributes to our understanding of ISD agility in fast-moving software organizations with a framework for mapping and evaluating improvements of agility. The action research specifically points out that project managers need to attend to the company?s agility in relating to customers, that company agility links to project agility, and that this requires light method and tool support.",0
How agile methods inspire project management-the half double initiative,"Increased complexity in projects has forced new project management initiatives. In software development several agile methods have emerged and are today highly implemented in practice. Observations of general project management practice show how it has been inspired by agile software development, but very little research addresses the issue of agile project management. In order to understand and to provide suggestions for future practice on how agility can be incorporated in general project management, this paper provides an analysis which compares ten characteristics of agile software development (identified in theory) and the Half Double Methodology developed by the Danish Project Half Double initiative; a Methodology developed with practitioners and tested in seven Danish case companies. The analysis shows how the general project management to a great extent has been inspired by agile methods, but also that general project management may be able to find more inspiration from agile methods.",0
Nine challenges for e-government action researchers,"Action research is widespread in many of the background disciplines that underpin the e-Government field and is beginning to take root as a legitimate e-Government research method. Canonical Action Research (CAR) is the most widely used form of action research; however it relies on premises that can be problematic in the e-Government context. This article details some of those underlying assumptions, and shows the difficulties that result when applied to a relatively typical e-Government case study: the implementation of an advanced email system in Danish public administration. The empirical experience calls many of the standard premises into question, and these are categorised. The authors summarize the resulting experience as nine challenges for action researchers working in the e-Government field, and investigate some possible responses.",0
Design science as nested problem solving,"This study investigates the types of research problem for which Design Science Research (DSR) is suitable. This requires that DSR approaches are compared and contrasted with inter- vention-free empirical approaches, in order to determine the strengths and weakness of each approach. From this distinction, three guidelines are presented to allow Information Systems (IS) researchers to identify appropriate research problems for DSR, namely (1) when the pre- scriptive aspect of the research problem is less mature than the analytical, explanatory, or predictive aspect, (2) when an opportunity arises to engage with a class of design problems where effective existing solutions do not yet exist, (3) when important elements of a system may only become visible through the act of design. These three guidelines are discussed in the context of the IS design literature, and illustrated using examples of existing DSR studies.",0
Accumulating design knowledge with reference models: insights from 12 years? research into data management,"Over the past several decades, digital technologies have evolved from supporting business processes and decision-making to becoming an integral part of business strategies. Although the IS discipline has extensive experience with digitalization and designing sociotechnical artifacts, the underlying design knowledge is seldom systematically accumulated across different settings and projects, and thus cannot be transferred and reused in new contexts. Motivated by this gap in the research, we turn to the data management field, where reference models have become important sources of descriptive and prescriptive domain knowledge. To study knowledge accumulation in reference models, we analyze the revelatory and extreme case of a longitudinal DSR process involving more than 30 European companies and 15 researchers from three universities over 12 years. The insights into reference model development allow us to theorize about knowledge accumulation mechanisms from both a process perspective and an artifact perspective: First, we observe that knowledge accu­mulation occurs in stages in response to technology?s evolving roles in business (problem space) and as a result of maturing design knowledge (solution space). Second, we find that reference models act as design boundary objects; they explicate and integrate knowledge from different disciplines and allow for the development of design knowledge over time?from descriptive (conceptual) models to prescriptive (capability or maturity) ones. To cope with fundamental changes in the prob­lem space, these models require continuous updating as well as transfer/exaptation to new problem spaces. Our findings inform the IS community about the fundamental logic of knowledge accumulation in longitudinal DSR processes.",0
Design science in the field: practice design research,"There exist different types or genres of design science research (DSR) in information systems, like laboratory-oriented and practice-oriented DSR. This paper investigates arguments for a practice-oriented approach to DSR. It uses the research approach of practice research as a starting point to elaborate on a practice-oriented DSR approach we label Practice Design Research (PDR). In doing so, we address two unresolved issues in IS DSR: Theorizing and evaluation. PDR consists of two inter-related sub-activities: theorizing and situational design inquiry. The conduct of situational design inquiry is described as iterative cycles of (1) pre-evaluate, (2) plan & design, (3) test & intervene and (4) post-evaluate. We justify the foundations of these iterative sub-activities/cycles through a theoretically informed argument based on pragmatist philosophy and practice theory.",0
Action design research: design of e-WIL for the manufacturing industry,"This paper reports on a design process of e-learning courses for competence development of experienced employees in the manufacturing industry. Through a cross- organizational collaborative action design research project the aim was to design e-learning courses at university level to support work-integrated learning. Two design- and learning cycles were evaluated over two years. The first cycle identified challenges that were applied to a pilot course in Industrial automation. From evaluation of this course we derived design principles applied to two further courses in Machining and Negotiation skills. The results from our empirical data suggest general principles as competence mapping work, collaborative manufacturing e-WIL cases and interactive learning technologies for design of e-WIL courses as boundary crossing activities to reach transformative learning integrated in the manufacturing industry.",0
"Comparison between Single, Dual and Triple Rapid Serial Visual Presentation Paradigms for P300 Speller","P300 based Speller systems are a typical application of BCIs that can be used as a communication device for users with spinal cord injury. In this paper, three different RSVP paradigms; single, dual and triple RSVP are compared in terms of character detection accuracy and ITR to find the optimal communication method for these users. Three subjects were tested to compare these methods in offline mode. The results of this comparison shows that character detection accuracy for the single, dual and triple RSVP paradigms are 0.78, 0.63 and 0.64, respectively. The mean of ITR for the single, dual and triple RSVP paradigms was also recorded to be 3.6534, 7.72 and 11.5 bit/min, respectively. Although the accuracy of the single paradigm is higher, but the ITR in the dual and triple paradigms increases significantly compared to the single paradigm. All EEGs have been recorded using an EMOTIV device which affects the quality and accuracy of the system.",0
Digital inclusion of elderly citizens for a sustainable society,"In an increasingly digitalised society, participation becomes dependent on digital skills ? the ability to understand and use the everyday Internet technologies that surround us. People who have difficulty acquiring these skills risk being digitally excluded. One such group is the elderly; all research studies show that they are disadvantaged. The project focuses on digital inclusion for elderly citizens, address-ing goal 10 of the United Nations global sustainability goals: reduced inequality within and among countries. It brings together researchers, industry and government in a collaborative practice (action research) program designed to increase theoretical knowledge of digital inclusion in Sweden, and to provide useful guidelines and tools for improving societal involvement of elderly citizens. The collabo-rative practice approach incorporates survey and interview techniques to ensure scientific rigor. A fea-ture of the project is the use of a cross-generational teaching and learning approach ? young people (digital natives) interacting with elderly - which has not previously been researched. Our initial results show that the benefits for the elderly include reduced isolation, more autonomy and independence, and better health.",0
Researching Cooperation and Communication in Continuous Software Engineering,"Continuous Software Engineering (CSE)-continuous development and deployment of software-and DevOps-the close cooperation or integration of operations and software development-is about to change how software is developed. Together with the tighter integration of development and operations also with usage this will change coordination and collaboration both between IT professionals and between developers and users. In this short paper, we discuss the CHASE dimension of three core research themes that begin to crystallize in literature. This position paper is intended as a 'call to arms' for the CHASE community to study CSE.",0
Product innovation with scrum: A longitudinal case study,"This paper describes the innovation processes used in a partnership between a company that provides asset integrity and maintenance management consulting services in the energy sector and a university. The challenge faced by the company is to make their in-house expertise more readily available to a worldwide audience. A longitudinal embedded case study has been used to investigate how installable desktop software applications have been redesigned to create a new set of cloud hosted software services. The innovation team adapted an agile scrum process to include exploratory prototyping and manage the geographical distribution of the team members. A minimum viable product was developed that integrated functional elements of previous software tools into an end-to-end data collection, analysis and visualisation product called AimHi which uses a cloud-hosted web services approach. The paper illustrates how the scrum software development method was tailored for a product innovation context. Extended periods of evaluation and reflection (field trials), prototyping and requirement refinement were combined with periods of incremental feature development using sprints. The AimHi product emerged from a technology transfer and innovation project that has successfully reconciled conflicting demands from customers, universities, partner companies and project staff members.",0
Strategizing for the bottom of the pyramid: An action research into a Mexican agribusiness,"Purpose While recent research has established that businesses can benefit from engaging with people at the bottom of the pyramid (BOP), the authors know little about the practices that managers can use to effectively strategize this ethically sound and financially attractive proposition and turn it into new business. Design/methodology/approach To address this gap, the authors reported on an action research study in which the authors collaborated with a major Mexican agribusiness, ANSA, to expand its market through value co-creation with the country?s poorest farmers. To shape the strategizing, the authors combined dynamic capability theory and options theory, and the authors used the asset hexagon framework to understand the BOP population?s needs. Findings The authors offer a detailed account of how ANSA?s management team collaborated downstream with distributors and farmers and upstream with suppliers to grow a new micro-franchise business that increases the well-being of the poorest farmers and creates additional business opportunities. The research describes how firms can strategize and implement new business ventures for co-creating value with the BOP population. The results are a process model and related propositions for strategizing value co-creation with BOP. Originality/value The authors offer new empirical insights, a grounded process model and model-related propositions on strategizing BOP options. As such, the study contributes to the BOP literature by joining critical ethics with actionable knowledge of how such efforts may unfold and by demonstrating how theory may be enacted and developed in the process.",0
Closing the practice loop: Practice design research,"There exist different types or genres of design science research (DSR) in information systems, like laboratory-oriented and practice-oriented DSR. This paper investigates different argu- ments for practice-oriented approach to DSR. It uses the research approach of practice re- search as a starting point and elaborates then a possible approach to practice-oriented DSR, labelled Practice Design Research (PDR). This approach addresses some unresolved issues in IS DSR like the roles of theorizing and evaluation. PDR consists of two inter-related sub- activities: theorizing and situational design inquiry. The conduct of situational design inquiry is described as iterative cycles of 1) pre-evaluate, 2) plan & design, 3) test & intervene and 4) post-evaluate. These four sub-activities are described through iterative sub-cycles. The foun- dations of these iterative sub-activities/cycles in pragmatist philosophy and theory are expli- cated.",0
Mind the gap: A collaborative competence e-learning model between university and industry,"This article departure from the effects that inter-organizational collaboration brings for the participating partners, specifically from design-related activities of e-learning courses and co-production. The research focus is on critical factors for inter-organizational collaborative e-learning and co-production between university and industry. We describe the process of a six-year longitudinal collaborative action research project including six cases and three phases, initialization, implementation and dissemination. The analysis is conducted from a multi-stakeholder perspective; managers, teachers, and practitioners. Overall aim is to reach for a sustainable collaborative competence e-learning model (CCeM) that will increase industrial employees? competences. Main contribution is that co-production of knowledge entails three levels of activities among actors; to have insight into the purposes and practices of others, the capacity to transform the problems of a practice and together build common knowledge and finally the capacity of mutually co-produce knowledge acted upon in practice towards transformations in the workplace.",0
IT project portfolio governance practice: An investigation into work design problems,"As organizations increasingly invest in IT-enabled innovation, practitioners become dependent on IT project portfolio management to mitigate risks generated from multiple projects. However, our knowledge about IT project portfolio governance practices and how interactions between different structural arrangements enable or hinder effective portfolio management is limited. Against that backdrop, we report a case study of IT project portfolio governance in a Danish municipality. Drawing on work design theory (WDT), we identify three types of governance problems?hierarchical decomposition, modularity, and complex network problems?and we uncover the network of observed governance problems in the municipality?s portfolio management practices. As a result, we offer two contributions: a detailed empirical account of IT project portfolio governance, and a demonstration of how WDT can help explain problems in IT project portfolio governance practices. In conclusion, we discuss how these results may inform future research and help organizations improve governance practices in similar contexts.",0
Making design research relevant for design practice: What is in the way?,"Knowledge from academic design research projects does not always help design professionals to actually strengthen their work. Based on a multi-case study, this paper describes how researchers view the impact of their design research projects on design practice and what they do to achieve this. Even in projects where impact on design practice is a stated ambition, several challenges can stand in the way, such as a lack of funding opportunities and unclarity on the needs of design practice. The paper provides tips for researchers and funding parties who want to inform design practice by research, including tips to operationalize design practice roles.",0
The impact of ERP system on academic performance: a case study approach,"Enterprise Resource Planning (ERP) system is a very powerful solution to many academic and non-academic institutions in case it has been implemented and used effectively. Otherwise, the system will interrupt several business processes. This research paper investigates the impact of ERP system on academic performance at Sohar University. A survey questionnaire is distributed to several academic stakeholders to investigate the impact of ERP system on academic performance within the University context. A total of 110 questionnaires was received from the key academic stakeholders to examine the relationship between the three core ERP modules i.e. the students? information module, the financial module, and human resource module. The research outcomes indicate that there is a relationship between the three modules and the academic performance. However, only students? information module and financial management module demonstrate a significant impact on academic performance, though the human resource module shows no impact on the academic performance at Sohar University. This study is a single case study approach, which might limit the findings to be generalized on other education institutes, but it gives a chance to other researchers to do multiple case studies in other Universities in the region.",0
Accumulating design knowledge: a mechanisms-based approach,"We develop an empirically grounded understanding of how design knowledge accumulates over time. Drawing from theory on knowledge creation, we conceptualize accumulation along the goals and scope of knowledge in DSR as a distinct knowledge creation problem. Through two empirical studies, we theorize knowledge accumulation in DSR by unpacking (1) three knowledge creation mechanisms, and (2) explaining how their interplay forms different patterns of knowledge creation over time. We contribute a theoretical framework conducive to integrating knowledge produced through different methods by introducing the knowledge creation processes as a distinct unit of analysis in DSR and by pointing out that extant procedural models may need revision to account for the continuous knowledge creation occurring in potentially multiyear DSR projects",0
Pluralist theory building: A methodology for generalizing from data to theory,"We propose pluralist theory building as a methodology that leverages the power of multiperspective inquiry to develop new theory from data. The paper presents the rationale for the methodology, its combination of generalization and pluralism, and the process involved in its application. When researchers use pluralist theory building, they move between description and theory and between single and multiple perspectives through four iterative steps with specific deliverables: create perspective accounts, synthesize multiperspective account, create theory fragments, and synthesize pluralist theory. Drawing on a study that served as experiential background for developing the methodology, we offer insights into the challenges involved in using the methodology and the activities in which researchers may engage to address these challenges. In conclusion, we argue that pluralist theory building offers a novel and practically useful approach to empirically based theorizing that leverages Mingers?s pragmatic approach to pluralism (2001) and extends Lee and Baskerville?s (2003) generalization framework into a detailed iterative process with steps, deliverables, challenges, and activities.",0
The Project Strategy Matrix: Systematizing the Design and Management of an Explicit Project Strategy,"The notion of project strategy, i.e., the strategy of an individual project, remains an open field of investigation. Despite the significance of the topic, a few works in the literature examine the subject in a systematic way. Likewise, project strategy has not yet become a first-class, widely used construct, and an integral element of current project management practices. Moreover, most of the existing ideas around project strategy focus on business and management aspects, such as the alignment of projects with corporate strategy and project success factors. Consequently, limited support is provided with respect to the implementation aspects of project strategy. The main goal of this article is to bridge this gap. Specifically, to achieve this goal, we first discuss and exemplify the significance of an explicit project strategy. Subsequently, following a relevant literature review, we put forward a methodological means, called the project strategy matrix, which can be applied to design, capture, communicate, and manage the concrete strategy of a project. Such means capitalize on and adapt Rumelt's seminal work on business strategy, in a more problem-solving-oriented approach that puts emphasis on the key challenges and constraints of projects. We employ a real-world scenario of an Information Technology project to illustrate the case, to support our argumentation and to exemplify the project strategy matrix. Moreover, based on practical experience in a number of projects using a collaborative practice research approach, we report relevant findings and provide insights on the way the project strategy matrix can be applied in the real world. Finally, we call for an intensification of research on the topic of project strategy and make concrete recommendations in this regard.",0
Mediating boundaries between knowledge and knowing: ICT and R4D praxis,"This article reflects critically on the use of a wiki as a data repository for knowledge transfer and as a mediating technical platform for social learning in the context of a multi-country programme of agricultural research for development. The wiki was designed to foster sustainable social learning and an emergent community of practice among biophysical and social researchers acting for the first time as co-researchers. Over time, the technologically mediated element of the learning system was judged to have failed. The article is based on an inquiry that asked ?How can learning system design cultivate learning opportunities and respond to learning challenges in an online environment to support research for development practice?? The article also considers the wider context and institutional setting in which the knowledge work took place.",0
Scrum for product innovation: a longitudinal embedded case study,"This article describes the innovation processes used in a partnership between Add Latent Ltd., an asset integrity and maintenance management consulting services provider in the energy sector and University of Salford. The challenge faced by the company is to make their in-house expertise more readily available to a worldwide audience. A longitudinal embedded case study has been used to investigate how installable desktop software applications have been redesigned to create a new set of cloud hosted software services. The innovation team adapted an agile scrum process to include exploratory prototyping and manage the geographical distribution of the team members. A minimum viable product was developed that integrated functional elements of previous software tools into an end-to-end data collection, analysis and visualisation product called AimHi which uses a cloud-hosted web services approach. Field trials were conducted using the software at the Uniper, Isle of Grain power station in Kent, UK. Enhancements were made to the AimHi product which was adopted for use at the Uniper site. The product emerged from a Knwledge Transfer Partnership whci was evaluated on cmplettion by InnovateUK and awarded the highest possible ?outstanding? grade. The article illustrates how the scrum software development method was tailored for a product innovation context. Extended periods of evaluation and reflection, prototyping and requirement refinement were combined with periods of incremental feature development using sprints. The AimHi product emerged from a technology transfer and innovation project that has successfully reconciled conflicting demands from customers, universities, partner companies and project staff members.",0
A socio-technical approach to manage analytics-as-a-service--results of an action design research project,"The ability to generate business-relevant information and its use for business process improvements is a key success factor for businesses today. Answering the call for further research on success-relevant practices and instruments for managing business analytics, we report on the results of a three- year action design research project at a global car manufacturer. Drawing on the socio-technical systems theory, we identify seven meta-requirements and specify four principles for the design of an instrument to manage Analytics-as-a-Service (Aaas) portfolios. Our results reinforce the importance of coordinating different socio-technical components in business analytics initiatives and demonstrate how concrete management instruments, such as the proposed portfolio management tool, contribute to socio-technical alignment. For practitioners, the documented design components may provide guidance on how to design and implement similar instruments that support the management of Aaas portfolios.",0
Management of analytics-as-a-service-results from an action design research project,"The ability to generate business-relevant information from data and to exploit it to improve business processes, decision-making, products, and services (business analytics) is a key success factor for businesses today. Answering the call for further research on success-relevant practices and instruments for managing business analytics, we report on the results of a three-year action design research (ADR) project at a global car manufacturer. Drawing on the socio-technical systems theory, we identify seven meta-requirements and specify four principles for the design of an instrument to manage Analytics-as-a-Service (AaaS) portfolios. Our results reinforce the importance of coordinating different socio-technical components in business analytics initiatives and demonstrate how concrete management instruments, such as a proposed portfolio management tool, contribute to socio-technical alignment. For practitioners, the documented design components provide guidance on how to design and implement similar instruments that support the systematic management of AaaS portfolios.",0
Designing and orchestrating embedded innovation networks: An inquiry into microfranchising in Bangladesh,"Microfranchising has emerged as a potential strategy to rapidly scale up entrepreneurship within base of the pyramid (BOP) markets in order to contribute to poverty reduction and to increase economic growth. However, we know little about how such networks are designed and orchestrated in resource-scarce settings to co-create value with the different parties involved. To address this gap, we report a longitudinal case study of an emerging microfranchise network social enterprise, currently facilitated by CARE, a global humanitarian and development organization, to provide timely access to quality, affordable agricultural input and services for millions of small-scale poor farmers in Bangladesh. We draw on the orchestration of innovation network theory developed by Dhanaraj and Parkhe (2006) and the notion of network imprinting (Marquis and Tilcsik, 2013) to analyze the emerging microfranchise network in Bangladesh. As a result, we offer two types of contributions to theory and to practice. First, we offer a detailed account of how these theories are relevant and applicable to analyze and explain the emergence of microfranchise networks, and we present two key propositions to generalize to theory. Furthermore, we propose an integrated framework, combining the two theories for scholars and practitioners interested in designing innovation networks. Second, based on these empirical results and extant theory, we offer three main lessons for practitioners to advance the industry by designing and orchestrating microfranchise innovation networks in embedded contexts to achieve positive financial and social impacts.",0
Insights into practitioner design science research,"Building on two previous papers that focused on the concept of Practitioner Design Science Research [1, 2], this paper: (i) presents the Practitioners Design Science Research (PDSR) Canvas, a visual guide for practitioners undertaking DSR, and (ii) utilises it as a lens to analyse the insights of 48 practitioners on their DSR journey. Data is primarily gathered from 48 practitioners, of which, 34 have completed a 12-month Design Science Research study, with the other 14 in the final stages of their journey. This unique practitioner perspective further develops the novel concept of PDSR which enables practitioners to engage with the academic community and not the other way around. Key findings show that practitioners have challenges with the practical (relevance) aspects of DSR as well as the research (rigour) aspects. Nonetheless, the analysis indicates that with a clear depiction of DSR, the gap between practice and research may not be as difficult to bridge as previously thought. However, this requires the IS community to rethink their definition of engaged scholarship from one that solely focuses on the academic as the researcher to one that also includes the practitioner.",0
Six issues in which IS and CSCW research communities differ,"Computer-Supported Collaborative Work (CSCW) has become increasingly positioned as a subfield of human-computer interaction (HCI). Earlier, CSCW has had a closer connection to the Information Systems (IS) field, but this relationship has seemed to become more distant. In this paper we reflect on the distinct characteristics of the research communities of CSCW and IS. We identify similarities, but also stark differences between the two. The six identified issues of difference are the roles of theory, context, methodology, organizational layer, socio-technicality, and power-alignment. Our contribution is in making these differences visible. We hope this paper will promote diplomacy and understanding between these research communities, so that scholars may consider cross-disciplinary IS-CSCW publication strategies.",0
Adoption of UX evaluation in practice: An action research study in a software organization,"This paper describes an action research study focusing on adoption of UX and UX evaluation methods in a software organisation. The aim of adopting UX was to exceed a traditional approach to design of banking applications. The action research study involved collaboration over several months between the researchers and a group of developers with no prior knowledge of UX. The study demonstrates how UX methods can be introduced in an IT organisation and how UX decisions can be prioritised in the software industry. Focusing on understanding, supporting and improving the practice of the development team, we employed several adoption activities of UX evaluation methods by presenting these in a visual form (video records) and a practical form (workshops). Our results show that specific UX materials have been adopted in the development process of the IT department. Based on the study, we present our experience with adopting UX in an IT organisation with focus on the collaboration process, working with the UX definition, and the obstacles that occurred during the",0
Hierarchical Multi-tenancy in Business to Business Software Services,"The introduction of cloud computing has changed the provisioning and consumption of IT resources. Software-as-a-Service (SaaS) applications provide functionality using internet connectivity and enable centralised management of executable code resources. Multi-tenancy is an architectural pattern for sharing a single instance of executable software while isolating the data and business process serving each tenant. In a multi-tenant application, a tenant is a logical grouping of end-users who share common code, data and process instances. Multi-tenancy can cut across all the layers of an application software architecture. Conventionally, multi-tenancy is implemented as a flat structure. All tenants are treated in the same way by application software. However, large enterprises are hierarchically organised with defined boundaries between business and functional units. A SaaS solution, aimed at large enterprise users, needs to reflect these hierarchical boundaries to eliminate duplication of functional software but enforce data and business process separation. This paper introduces a novel hierarchical multi-tenancy architecture for an enterprise-scale business-to-business (B2B) cloudhosted software service application. Organisational hierarchy plays a vital role in grouping end users into tenants and subtenants in our software. A new reference architectural style for implementing hierarchical multi-tenant application is presented here for the first time. We use a case study approach to empirically evaluate the latency of this architecture in comparison to known flat multitenancy patterns. Our experimental evaluation supports the hypothesis that the hierarchical multi-tenancy approach meets the needs of our application and improves its performance.",0
Action research,"This chapter is about action research. Action research is defined as the comparative research on the conditions and effects of various forms of social action and research leading to social action. This chapter highlights the history of action research, definition of action research, characteristics of action research, stages of action research, issues of action research, credibility and validity of action research. In action research, the ultimate objective is in the perceived functionality of chosen actions to produce desirable consequences for an organization.",0
Release cycle management: An action research study into a software company,"Software is increasingly developed in a recurrent fashion. Still, we lack theoretical knowledge and conceptual models for continuously improving software release management in such dynamic contexts. In response, we conducted an action research study to improve Software Inc.'s capability to recurrently release a specific software service, Secure-on-Request. Drawing on contextualist inquiry as theoretical frame, we addressed an initial problematic situation with a recent software acquisition, complexity of service delivery, new engineering and product management teams and low process maturity to improve the organisation's approach to software releases. As a result, we offer a detailed account of the process of, the content of and the context for transforming release management at Software Inc. through the phases of diagnosing, establishing, acting and learning. Based on these insights, we theorise release cycle management (RCM) as a key practice that integrates software process improvement into recurrent delivery of software. Moreover, we offer a conceptual model for RCM that software managers can use to implement such practices into their organisations.",0
